wavelength_nm,n,k
748.0000,2.103157,0.000000
749.0000,2.102983,0.000000
750.0000,2.102809,0.000000
751.0000,2.102636,0.000000
752.0000,2.102465,0.000000
753.0000,2.102293,0.000000
754.0000,2.102123,0.000000
755.0000,2.101954,0.000000
756.0000,2.101785,0.000000
757.0000,2.101617,0.000000
758.0000,2.101450,0.000000
759.0000,2.101283,0.000000
760.0000,2.101118,0.000000
761.0000,2.100953,0.000000
762.0000,2.100788,0.000000
763.0000,2.100625,0.000000
764.0000,2.100462,0.000000
765.0000,2.100300,0.000000
766.0000,2.100139,0.000000
767.0000,2.099978,0.000000
768.0000,2.099818,0.000000
769.0000,2.099659,0.000000
770.0000,2.099500,0.000000
771.0000,2.099343,0.000000
772.0000,2.099185,0.000000
773.0000,2.099029,0.000000
774.0000,2.098873,0.000000
775.0000,2.098718,0.000000
776.0000,2.098564,0.000000
777.0000,2.098410,0.000000
778.0000,2.098257,0.000000
779.0000,2.098104,0.000000
780.0000,2.097953,0.000000
781.0000,2.097802,0.000000
782.0000,2.097651,0.000000
783.0000,2.097502,0.000000
784.0000,2.097353,0.000000
785.0000,2.097204,0.000000
786.0000,2.097056,0.000000
787.0000,2.096909,0.000000
788.0000,2.096762,0.000000
789.0000,2.096616,0.000000
790.0000,2.096471,0.000000
791.0000,2.096326,0.000000
792.0000,2.096182,0.000000
793.0000,2.096039,0.000000
794.0000,2.095896,0.000000
795.0000,2.095754,0.000000
796.0000,2.095612,0.000000
797.0000,2.095471,0.000000
798.0000,2.095330,0.000000
799.0000,2.095191,0.000000
800.0000,2.095051,0.000000
801.0000,2.094913,0.000000
802.0000,2.094774,0.000000
803.0000,2.094637,0.000000
804.0000,2.094500,0.000000
805.0000,2.094363,0.000000
806.0000,2.094228,0.000000
807.0000,2.094092,0.000000
808.0000,2.093957,0.000000
809.0000,2.093823,0.000000
810.0000,2.093690,0.000000
811.0000,2.093557,0.000000
812.0000,2.093424,0.000000
813.0000,2.093292,0.000000
814.0000,2.093161,0.000000
815.0000,2.093030,0.000000
816.0000,2.092900,0.000000
817.0000,2.092770,0.000000
818.0000,2.092640,0.000000
819.0000,2.092512,0.000000
820.0000,2.092383,0.000000
